100,2.7776381969451904,1,0.37430702536369204,0.7033740567141215
200,5.536129474639893,1,0.3565937313145894,0.685651044914975
300,7.747368097305298,1,0.35103577877846276,0.6822918756289298
400,10.234577655792236,1,0.3473106104533842,0.6799480367400508
500,12.283638000488281,1,0.34450875069241044,0.6777588109016269
600,15.249843120574951,1,0.3423244810636272,0.6757044830547976
700,18.501771450042725,1,0.34061839622744605,0.6737813777177262
800,21.703756093978882,1,0.3397543203377636,0.6720212968314404
900,24.22031831741333,1,0.339046219381744,0.6703643318533462
1000,28.511883974075317,1,0.3384710691783796,0.6688041997051224
1100,29.312020778656006,1,0.33801093036195107,0.6673332884377786
1200,32.710529804229736,1,0.3376515516584599,0.6659435185137551
1300,35.18032741546631,1,0.33734310681208385,0.6649526611480884
1400,39.30259609222412,1,0.3369714338631967,0.6651112202723166
1500,40.62973713874817,1,0.3366575854959452,0.6652533027820158
1600,46.24237775802612,1,0.33639723711551145,0.6653791885781557
1700,47.127063274383545,1,0.3361863261866029,0.6654891996192607
1800,51.22390294075012,1,0.33601232513475693,0.6655826236999173
1900,50.97404098510742,1,0.3358396932673472,0.6656618928059809
